"URL"	"Keywords"	"Keyword Count"	"DateTime"	"Favorite Count"	"Retweet"	"Lang"	"LinkCount"	"Link1"	"Link2"	"Link3"	"Author"	"Text"	"Followers"	"Friends"	"Location"	"Timezone"	"UTC Offset"
"http://twitter.com/59242308/status/593531468615323649"	""	"0"	"Wed Apr 29 21:45:04 +0000 2015"	"0"	"0"	"es"	"2"	"http://t.co/BK6CMI9dmp"	"http://t.co/4BdFodkZQY"	""	"Rumbacaracas"	"¿Ya te pillaste esta doble de #GameofThrones que está buenota? #Fotos http://t.co/BK6CMI9dmp http://t.co/4BdFodkZQY"	"192594"	"4841"	"Caracas, Venezuela"	"Caracas"	"-16200"
"http://twitter.com/2319528319/status/593576486604558337"	""	"0"	"Thu Apr 30 00:43:57 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/OCQB2f3947"	""	""	"missmf9ma"	"RT @abaiers: This photo = everything I want in life. #gandalf #GameofThrones #LOTR http://t.co/OCQB2f3947"	"251"	"1512"	"She comes from Boston..."	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/15583901/status/593597199671496704"	""	"0"	"Thu Apr 30 02:06:15 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/v5t8nzGXLs"	""	""	"mademoiselle_k"	"RT @TheLadyShelly: Dont ever forget. Don't ever, ever forget #GameofThrones #HighSparrow http://t.co/v5t8nzGXLs"	"53"	"284"	"Montreal"	"Quito"	"-18000"
"http://twitter.com/364143458/status/593550791677452288"	""	"0"	"Wed Apr 29 23:01:51 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/9PJHY0jPDG"	"http://t.co/35…"	""	"marti_antonelli"	"RT @GameOfThrones: New Lord Commander. New orders. Explore the Night's Watch on the #GoTViewersGuide: http://t.co/9PJHY0jPDG http://t.co/35…"	"427"	"145"	"Roma"	"Amsterdam"	"7200"
"http://twitter.com/1483159021/status/593539653854175234"	""	"0"	"Wed Apr 29 22:17:35 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/mwAdfNfy81"	""	""	"pamela08291992"	"Something to share with all my #GameofThrones fans http://t.co/mwAdfNfy81"	"400"	"2001"	"Dauphin, Manitoba, Canada"	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/3102895225/status/593501084150173697"	""	"0"	"Wed Apr 29 19:44:19 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/xcirPLa3yS"	"http://t.co/2T3KVPWfVs"	"http://t.co/RdbHlzWZmX"	"taylorswiftpops"	"RT GoT_Dany: Inspirational Tweet of the Day. #GameofThrones http://t.co/xcirPLa3yS Get G… http://t.co/2T3KVPWfVs http://t.co/RdbHlzWZmX"	"343"	"94"	""	"Chennai"	"19800"
"http://twitter.com/140482237/status/593524014334615555"	""	"0"	"Wed Apr 29 21:15:26 +0000 2015"	"0"	"0"	"fr"	"0"	""	""	""	"MisterDahmoul"	"Quand une fille me demande de la baiser je réponds toujours Valar Dohaeris ! #GameOfThrones"	"149"	"88"	"Nice"	"Amsterdam"	"7200"
"http://twitter.com/2790248647/status/593573730602844160"	""	"0"	"Thu Apr 30 00:33:00 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/TONv4ZPfwL"	""	""	"eoksvehsyby"	"Sophie Turner LEAKED PHOTO watch - http://t.co/TONv4ZPfwL  #SophieTurner @SophieT #celebs #leakedphotos #GameOfThrones"	"273"	"274"	"Chicago"	"Bucharest"	"10800"
"http://twitter.com/410257338/status/593497112995897344"	""	"0"	"Wed Apr 29 19:28:33 +0000 2015"	"0"	"0"	"fr"	"1"	"http://t.co/jGdPyhxStk"	""	""	"PLonguemare"	"RT @BoutiqueGoT: Tentez de gagner l'insigne #GameofThrones de la main du roi 6,90€. RT+follow. Bonne chance !  http://t.co/jGdPyhxStk http:…"	"113"	"315"	"orange Dieppe belvedere"	""	""
"http://twitter.com/410150344/status/593575196423946240"	""	"0"	"Thu Apr 30 00:38:49 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/KVIVlFau…"	""	""	"LaurenNickols"	"RT @XMenNewz: Even More X-Men: Apocalypse Set Pics #XMenApocalypse #XMen #SophieTurner #GameOfThrones #Marvel #Jubilee http://t.co/KVIVlFau…"	"155"	"291"	"Ohio, USA"	""	""
"http://twitter.com/230933833/status/593514442144370688"	""	"0"	"Wed Apr 29 20:37:24 +0000 2015"	"0"	"0"	"it"	"1"	"https://t.co/RkacMRD9bL"	""	""	"_sarapelaez"	"Madre de Dragones e illuminati // https://t.co/RkacMRD9bL #GameOfThrones #GoTExhibition"	"453"	"344"	"Madrid - Málaga"	"Madrid"	"7200"
"http://twitter.com/1073598295/status/593499190346448896"	""	"0"	"Wed Apr 29 19:36:48 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/yd4AMKxFOJ"	""	""	"5abiBaba"	"#GameOfThrones: Saudi King Shakes Up Line Of Succession http://t.co/yd4AMKxFOJ by @jackienortham"	"2166"	"173"	"البنجاب، والباکستان"	"Islamabad"	"18000"
"http://twitter.com/3108288226/status/593548885622161410"	""	"0"	"Wed Apr 29 22:54:16 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/qZqsBoz9c0"	"http://t.co/0g8RFsI4k8"	""	"davidguettahere"	"King Robert 👑👑🐗 ~Lady Snow #gameofthrones #Daenerys #jonsnow #robbstark #housestark #house… http://t.co/qZqsBoz9c0 http://t.co/0g8RFsI4k8"	"169"	"40"	""	""	""
"http://twitter.com/2874359080/status/593500436948127744"	""	"0"	"Wed Apr 29 19:41:45 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/fqoUghOaKR"	""	""	"hbaosra"	"Sophie Turner NUDE WATCH NOW  http://t.co/fqoUghOaKR   #fappening #SophieTurner #gameofthrones @SophieT"	"396"	"147"	"LA"	"Bucharest"	"10800"
"http://twitter.com/559476095/status/593604728908451840"	""	"0"	"Thu Apr 30 02:36:10 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/ksepUaOFGU"	""	""	"GameOfThrones1v"	"L L L #GameOfThrones Hot A Game of Thrones Family Badge Amulet Charms Pendant Enamel Neckalce Cosplay #HBO #Mall http://t.co/ksepUaOFGU"	"115"	"57"	""	"Urumqi"	"28800"
"http://twitter.com/62396270/status/593523546816581632"	""	"0"	"Wed Apr 29 21:13:35 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"arcadefriar"	"Welp. One wedding with no deaths, at least there's that. #gameofthrones"	"174"	"314"	"Ma/Vt"	"Quito"	"-18000"
"http://twitter.com/245071408/status/593594373616480258"	""	"0"	"Thu Apr 30 01:55:01 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/tCD3AWXR3N"	"http://t…"	""	"AverageCharles"	"RT @AngryGoTFan: IM TRYING OUT THAT JARED LETO LOOK WHAT U GUYS THINK??? #NOONEUNDERSTAAANDS #GAMEOFTHRONES http://t.co/tCD3AWXR3N http://t…"	"1955"	"2138"	"Fly Over States."	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2770533757/status/593591979658899457"	""	"0"	"Thu Apr 30 01:45:31 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/IlPzxPU4Ob"	""	""	"avimikayanino"	"Sophie Turner LEAKED - http://t.co/IlPzxPU4Ob #SophieTurner @SophieT #celebs #leakedphotos #GameOfThrones"	"378"	"249"	"Miami"	""	""
"http://twitter.com/3192272021/status/593537888421285888"	""	"0"	"Wed Apr 29 22:10:34 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/RrVIdJc7u8"	""	""	"ayshire1944"	"RT @xStevenAnthonyx: Died laughing  #GOT #GameofThrones #funny #houseLannister #casterlyrock http://t.co/RrVIdJc7u8"	"0"	"111"	""	""	""
"http://twitter.com/2611448610/status/593523075741683713"	""	"0"	"Wed Apr 29 21:11:43 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/iTKgNLJAqg"	""	""	"huggingcolumn"	"RT @GoT_LordSnow: "The man who passes the sentence should swing the sword" #GameofThrones #Starks http://t.co/iTKgNLJAqg"	"124"	"126"	""	""	""
"http://twitter.com/287181342/status/593522446164066304"	""	"0"	"Wed Apr 29 21:09:12 +0000 2015"	"0"	"0"	"th"	"1"	"http://t.co/JTTRJml7Ha"	""	""	"POMPOMcoco"	"อยากให้นางเป็นราชินีแห่งอาณาจักรทั้ง 7 คือดีสุดแล้ว อย่าตายนะ ขอร้อง #GameofThrones http://t.co/JTTRJml7Ha"	"127"	"120"	"14.34984,100.534509"	"Bangkok"	"25200"
"http://twitter.com/577511841/status/593522517777592320"	""	"0"	"Wed Apr 29 21:09:30 +0000 2015"	"0"	"0"	"en"	"1"	"http://t…"	""	""	"chiara_felice"	"RT @benbarnes: Any #GameOfThrones fans? Here’s the brilliant #KitHarington hanging with some other guy on set of @SeventhSon. #tbt http://t…"	"98"	"733"	"Juventus Stadium"	""	""
"http://twitter.com/470703721/status/593604506119643136"	""	"0"	"Thu Apr 30 02:35:17 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/MWfEsjTS2S"	""	""	"iontrone"	"The @KenNapzok Napzok Files podcast talks #HighSparrow http://t.co/MWfEsjTS2S  #GameofThrones #GoTS5E3pods"	"607"	"688"	"Westeros"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/1974530886/status/593507208496697344"	""	"0"	"Wed Apr 29 20:08:39 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/RrVIdJc7u8"	""	""	"HatchdDlgital"	"RT @xStevenAnthonyx: Died laughing  #GOT #GameofThrones #funny #houseLannister #casterlyrock http://t.co/RrVIdJc7u8"	"404"	"130"	"Perth, Western Australia"	""	""
"http://twitter.com/2337012750/status/593527745419710464"	""	"0"	"Wed Apr 29 21:30:16 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/6kUTNbzyaF"	""	""	"nvynsaouei"	"Emilia Clarke NUDE WATCH NOW http://t.co/6kUTNbzyaF   #EmiliaClarke @MileyCyrus #GameOfThrones @Emilia_Clarke"	"910"	"398"	"Miami"	""	""
"http://twitter.com/266682416/status/593541701307891714"	""	"0"	"Wed Apr 29 22:25:43 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"ScampDoodle"	"Just caught up with #GameofThrones. Am I only person who at the end of each episode just thinks 'meh, another dull hour'. #BoredOfThrones"	"160"	"267"	"United Kingdom"	"London"	"3600"
"http://twitter.com/34714963/status/593521536977342464"	""	"0"	"Wed Apr 29 21:05:36 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/iTKgNLJAqg"	""	""	"Akademy_Awards"	"RT @GoT_LordSnow: "The man who passes the sentence should swing the sword" #GameofThrones #Starks http://t.co/iTKgNLJAqg"	"6596"	"163"	"Hollywood"	"Quito"	"-18000"
"http://twitter.com/3142340973/status/593553624967577600"	""	"0"	"Wed Apr 29 23:13:06 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/RrVIdJc7u8"	""	""	"CecilyKerri"	"RT @xStevenAnthonyx: Died laughing  #GOT #GameofThrones #funny #houseLannister #casterlyrock http://t.co/RrVIdJc7u8"	"2"	"0"	""	""	""
"http://twitter.com/44236772/status/593500833586622464"	""	"0"	"Wed Apr 29 19:43:20 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"nunuli"	"A 7-10 year old boy still sucking on his mothers nipples?! What?! #GameofThrones"	"216"	"201"	"earth"	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/719494161/status/593565790995148800"	""	"0"	"Thu Apr 30 00:01:27 +0000 2015"	"0"	"0"	"en"	"1"	"https://t.co/b0QgHnLVRl"	""	""	"Chicabolche"	"https://t.co/b0QgHnLVRl Dumb ways to die #GameOfThrones edition"	"60"	"110"	"Argentina-Tierra-Vía Láctea "	""	""
"http://twitter.com/3102895225/status/593497095228760064"	""	"0"	"Wed Apr 29 19:28:28 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/xcirPKSsHk"	"http://t.co/2T3KVPEF3U"	"http://t.co/028jO4eLwN"	"taylorswiftpops"	"RT GoT_Dany: Inspirational Tweet of the Day. #GameofThrones http://t.co/xcirPKSsHk Get G… http://t.co/2T3KVPEF3U http://t.co/028jO4eLwN"	"344"	"94"	""	"Chennai"	"19800"
"http://twitter.com/3102895225/status/593549950065242112"	""	"0"	"Wed Apr 29 22:58:30 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/M0dhpRVOVA"	"http://t.co/2T3KVPEF3U"	"http://t.co/Bxz2jZwVdb"	"taylorswiftpops"	"#GameofThrones in a #Disney world http://t.co/M0dhpRVOVA Get GOT today http://t.co/2T3KVPEF3U http://t.co/Bxz2jZwVdb"	"342"	"94"	""	"Chennai"	"19800"
"http://twitter.com/353546738/status/593495221842874370"	""	"0"	"Wed Apr 29 19:21:02 +0000 2015"	"0"	"0"	"en"	"1"	"https://t.co/KVfPTRrigB"	""	""	"Yaasu_"	"Vient de regarder Game of Thrones S01E03 https://t.co/KVfPTRrigB"	"218"	"315"	"Derrière l'écran"	"Paris"	"7200"
"http://twitter.com/2974471659/status/593520962127007744"	""	"0"	"Wed Apr 29 21:03:19 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/rMuAhWhuwb"	"http://t.co/KmgBUBi78g"	""	"TheNickHarrold"	"RT @VanityFair: Good book plots don't always make for good television #GameofThrones  http://t.co/rMuAhWhuwb http://t.co/KmgBUBi78g"	"111"	"311"	"London, UK"	"London"	"3600"
"http://twitter.com/26393504/status/593561045492314113"	""	"0"	"Wed Apr 29 23:42:35 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"janet516"	"@ToxicDeath @GameOfThrones Just another reason I should finally watch it! It's on my to-do list."	"59"	"103"	"texas"	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/253167880/status/593525324844937216"	""	"0"	"Wed Apr 29 21:20:39 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"WadeDMcGinnis"	"Picking up mom right now. Will grab food then begin streaming @telltalegames @GameOfThrones Few surprises today btw hehe"	"131"	"29"	"U.S."	""	""
"http://twitter.com/1434242526/status/593547458656874496"	""	"0"	"Wed Apr 29 22:48:36 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/iTKgNLJAqg"	""	""	"NotsoMadlibs"	"RT @GoT_LordSnow: "The man who passes the sentence should swing the sword" #GameofThrones #Starks http://t.co/iTKgNLJAqg"	"39"	"77"	""	""	""
"http://twitter.com/559476095/status/593512377636622337"	""	"0"	"Wed Apr 29 20:29:12 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/LHGA9OR0mz"	""	""	"GameOfThrones1v"	"L #GameOfThrones GAME OF THRONES SEASONS 1-4 #DVD NEW AND SEALED FAST SHIPPING!! #TV #Series http://t.co/LHGA9OR0mz"	"115"	"57"	""	"Urumqi"	"28800"
"http://twitter.com/487080247/status/593598696555737088"	""	"0"	"Thu Apr 30 02:12:12 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"PRonnie24"	"The North Remembers #GameofThrones"	"571"	"455"	"Old Valyria"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2434354117/status/593541081704202240"	""	"0"	"Wed Apr 29 22:23:15 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/TP5Y9go1uL"	""	""	"Daniel_ouvina"	"RT @GoT_Dany: Inspirational Tweet of the Day. #GameofThrones http://t.co/TP5Y9go1uL"	"63"	"94"	"PR"	""	""
"http://twitter.com/3102895225/status/593524606599761921"	""	"0"	"Wed Apr 29 21:17:48 +0000 2015"	"0"	"0"	"cy"	"2"	"http://t.co/2T3KVPWfVs"	"http://t.co/WqgtfFRaHK"	""	"taylorswiftpops"	"Queen_Cersei Margaery_Tyrell i love That 😄 #GameOfThrones #queenCersei IAMLenaHeadey #Tyre… http://t.co/2T3KVPWfVs http://t.co/WqgtfFRaHK"	"341"	"94"	""	"Chennai"	"19800"
"http://twitter.com/60000475/status/593537875443982336"	""	"0"	"Wed Apr 29 22:10:31 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/MPfeNdY0FL"	""	""	"SIVA_ver0"	"RT @IcelandNatural: Which movie/TV show filmed in #Iceland is your favorite? #GameofThrones? #Prometheus? http://t.co/MPfeNdY0FL"	"664"	"649"	"Vancouver, Canada"	"Tokyo"	"32400"
"http://twitter.com/3102895225/status/593501347468587008"	""	"0"	"Wed Apr 29 19:45:22 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/xcirPLa3yS"	"http://t.co/2T3KVPWfVs"	"http://t.co/M2izEDsDrf"	"taylorswiftpops"	"RT GoT_Dany: Inspirational Tweet of the Day. #GameofThrones http://t.co/xcirPLa3yS Get G… http://t.co/2T3KVPWfVs http://t.co/M2izEDsDrf"	"343"	"94"	""	"Chennai"	"19800"
"http://twitter.com/3108190349/status/593500003131269121"	""	"0"	"Wed Apr 29 19:40:02 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/gMjGU6uBhU"	"http://t.co/80g8ZaQoAj"	""	"beyoncesongspop"	"#tyrionlannister#gameofthrones Watch here http://t.co/gMjGU6uBhU http://t.co/80g8ZaQoAj"	"127"	"118"	""	""	""
"http://twitter.com/3026255267/status/593519269620527105"	""	"0"	"Wed Apr 29 20:56:35 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"Regional_Stdoiu"	"RT @GabTarquini: Writers at @GameOfThrones need to find a way to bring @OonaCC back onto our screens... I feel cheated..."	"190"	"114"	"Florida"	""	""
"http://twitter.com/294596636/status/593497757509292033"	""	"0"	"Wed Apr 29 19:31:06 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"MissCarlie83"	"Why not, one more @GameOfThrones then bed, #CantGetEnough #4seasons2go 😀"	"28"	"126"	"Nottingham"	""	""
"http://twitter.com/274449771/status/593512378307780609"	""	"0"	"Wed Apr 29 20:29:12 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"kirstynevison"	"Finally starting #GameofThrones ... #betterlatethannever"	"101"	"189"	"Darlington"	"London"	"3600"
"http://twitter.com/3102895225/status/593564805660803072"	""	"0"	"Wed Apr 29 23:57:32 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/fb1Op3XUhv"	"http://t.co/2T3KVPEF3U"	"http://t.co/UGTAsHrAdu"	"taylorswiftpops"	"#GameOfThrones Fat mass contributes to musculoskeletal pain risk http://t.co/fb1Op3XUhv … http://t.co/2T3KVPEF3U http://t.co/UGTAsHrAdu"	"342"	"94"	""	"Chennai"	"19800"
"http://twitter.com/3102895225/status/593569052557213697"	""	"0"	"Thu Apr 30 00:14:24 +0000 2015"	"0"	"0"	"en"	"2"	"http://t.co/2T3KVPEF3U"	"http://t.co/g9UZ83BxY3"	""	"taylorswiftpops"	"Time to cut off social media until #Survivor airs. Catching up on #GameofThrones in the me… http://t.co/2T3KVPEF3U http://t.co/g9UZ83BxY3"	"342"	"94"	""	"Chennai"	"19800"
"http://twitter.com/27654996/status/593550675121983488"	""	"0"	"Wed Apr 29 23:01:23 +0000 2015"	"0"	"0"	"en"	"1"	"https://t.co/4hoBBmZzak"	""	""	"CarlCatron"	"@sexybiebs247 This is my Souled-out cover of the #GameofThrones Theme Song. I hope you love it.#ValarMorghulis https://t.co/4hoBBmZzak"	"8655"	"2225"	"London, England"	"Eastern Time (US & Canada)"	"-14400"
"http://twitter.com/2280773508/status/593503414337736704"	""	"0"	"Wed Apr 29 19:53:35 +0000 2015"	"0"	"0"	"tr"	"1"	"http://t.co/bvXKvEDuxU"	""	""	"ClearWomenTR"	"#GameofThrones hayranları burada mı? İşte size bir #Khaleesi modeli: http://t.co/bvXKvEDuxU"	"3088"	"7"	""	""	""
"http://twitter.com/19057526/status/593560642688188416"	""	"0"	"Wed Apr 29 23:40:59 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/DCSbjr7kUV"	""	""	"valeriefrankel"	"Get caught up! Winning the #GameofThrones The Characters and their Agendas is out on #paperback, #kindle &amp; #audiobook http://t.co/DCSbjr7kUV"	"405"	"1016"	"San Jose"	"Pacific Time (US & Canada)"	"-25200"
"http://twitter.com/2863825623/status/593515800977231873"	""	"0"	"Wed Apr 29 20:42:48 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/Mp5ADZr4MC"	""	""	"rhoninarly"	".Tour Iceland in #GameofThrones style courtesy @insidehook @misterspoils @meundies @wineawesomeness @gowellpath http://t.co/Mp5ADZr4MC"	"59"	"227"	""	"Central Time (US & Canada)"	"-18000"
"http://twitter.com/908622294/status/593498681669619712"	""	"0"	"Wed Apr 29 19:34:47 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/qO6f0ZXMoJ"	""	""	"Pr_Lauu"	"Tweet of the Day  #TyrionLannister is my king  #GameofThrones http://t.co/qO6f0ZXMoJ"	"148"	"353"	"Colombia Bogota"	"Bogota"	"-18000"
"http://twitter.com/964694678/status/593540096260997121"	""	"0"	"Wed Apr 29 22:19:21 +0000 2015"	"0"	"0"	"en"	"1"	"http://t…"	""	""	"FergHotma"	"RT @CateCrafter: A favourite #Quote from one of my favourite characters #OberynMartell #TheRedViper #GameofThrones #ValarMorghulis http://t…"	"599"	"1953"	"Town Of North"	""	""
"http://twitter.com/3102895225/status/593501173937623040"	""	"0"	"Wed Apr 29 19:44:41 +0000 2015"	"0"	"0"	"en"	"3"	"http://t.co/xcirPLa3yS"	"http://t.co/2T3KVPWfVs"	"http://t.co/lRqxoztVwn"	"taylorswiftpops"	"RT GoT_Dany: Inspirational Tweet of the Day. #GameofThrones http://t.co/xcirPLa3yS Get G… http://t.co/2T3KVPWfVs http://t.co/lRqxoztVwn"	"343"	"94"	""	"Chennai"	"19800"
"http://twitter.com/2837998204/status/593603291390566401"	""	"0"	"Thu Apr 30 02:30:27 +0000 2015"	"0"	"0"	"en"	"1"	"http://t.co/fuohsPsT7x"	""	""	"stellamariealde"	"#GameOfThrones? Why not try a medieval Romance? http://t.co/fuohsPsT7x"	"404"	"1398"	"NJ"	""	""
"http://twitter.com/3214401365/status/593515756698013701"	""	"0"	"Wed Apr 29 20:42:38 +0000 2015"	"0"	"0"	"en"	"0"	""	""	""	"meliluvsyalots"	"RT @BrunoMars: on some real young trill shit doe. I miss y'all. #Hooligans #Love #Peace #TacoBell #GameOfThrones #Hashtag #HashBrowns"	"18"	"115"	""	""	""
